age,job,marital,education,default,balance,housing,duration,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
40,entrepreneur,divorced,tertiary,no,224,no,606,no,unknown,20,jun,1,-1,0,unknown,no
35,blue-collar,married,primary,no,147,yes,358,no,cellular,5,may,1,337,3,failure,no
65,retired,divorced,secondary,no,744,no,182,no,cellular,5,jul,1,-1,0,unknown,no
40,self-employed,single,tertiary,no,-94,yes,90,no,cellular,16,jul,1,-1,0,unknown,no
43,management,divorced,tertiary,no,9,yes,89,no,cellular,26,aug,5,401,1,failure,no
29,management,single,tertiary,no,1218,no,258,no,cellular,30,jan,2,-1,0,unknown,no
48,management,single,secondary,no,1106,no,265,yes,cellular,8,jul,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0,yes,277,no,cellular,9,jul,1,-1,0,unknown,no
30,technician,single,secondary,no,167,no,9,no,unknown,14,sep,1,-1,0,unknown,no
32,management,single,tertiary,no,0,yes,415,no,cellular,20,apr,2,-1,0,unknown,no
30,student,married,tertiary,no,324,no,585,no,cellular,25,aug,4,-1,0,unknown,no
30,admin.,single,secondary,no,127,yes,16,no,cellular,18,may,6,368,1,other,no
24,admin.,married,secondary,no,230,yes,73,no,cellular,15,may,1,-1,0,unknown,no
29,technician,married,secondary,no,344,yes,279,yes,unknown,28,may,2,-1,0,unknown,no
44,management,married,tertiary,no,105,yes,1529,no,unknown,6,may,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,634,yes,256,no,cellular,24,jul,2,-1,0,unknown,no
45,housemaid,married,primary,no,317,yes,325,no,cellular,8,apr,2,-1,0,unknown,no
57,housemaid,married,primary,no,2234,no,201,no,unknown,11,jun,5,-1,0,unknown,no
36,blue-collar,married,primary,no,223,yes,12,no,unknown,14,jul,3,-1,0,unknown,no
49,technician,married,primary,no,230,yes,96,no,unknown,8,may,1,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,214,no,cellular,15,sep,2,-1,0,unknown,no
48,management,divorced,tertiary,no,313,no,208,no,cellular,8,may,1,-1,0,unknown,no
32,services,married,secondary,no,289,yes,63,no,cellular,2,feb,1,257,2,failure,no
35,technician,married,secondary,no,0,yes,139,no,cellular,6,apr,1,-1,0,unknown,no
40,entrepreneur,married,primary,no,3676,yes,101,yes,unknown,15,may,1,-1,0,unknown,no
32,housemaid,married,primary,no,-184,yes,129,no,cellular,6,feb,2,197,1,failure,no
37,admin.,single,tertiary,no,3954,yes,87,no,cellular,12,aug,1,117,2,failure,no
37,management,married,tertiary,no,2951,no,101,no,cellular,21,nov,3,-1,0,unknown,no
43,management,married,tertiary,no,78,yes,36,no,cellular,21,nov,1,109,1,other,no
48,technician,married,secondary,no,1526,no,273,no,cellular,6,aug,2,-1,0,unknown,no
36,technician,married,secondary,no,0,yes,193,no,cellular,21,jul,5,-1,0,unknown,no
33,unemployed,single,secondary,no,233,yes,221,no,unknown,8,may,4,-1,0,unknown,no
33,management,married,secondary,no,67,yes,316,yes,unknown,23,may,4,-1,0,unknown,no
36,services,single,primary,no,38,no,308,no,unknown,6,jun,4,-1,0,unknown,no
65,retired,married,tertiary,no,1948,no,102,no,cellular,2,feb,2,-1,0,unknown,no
50,housemaid,married,primary,no,5296,no,64,no,cellular,19,nov,7,-1,0,unknown,no
34,management,single,tertiary,no,612,no,192,no,cellular,30,apr,1,-1,0,unknown,no
35,entrepreneur,married,secondary,no,4872,yes,34,no,cellular,15,may,3,-1,0,unknown,no
32,management,single,tertiary,no,131,yes,112,no,cellular,11,aug,1,81,1,other,no
34,technician,single,secondary,no,4943,yes,117,yes,cellular,19,nov,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,-257,yes,160,no,cellular,15,may,1,368,4,failure,no
33,blue-collar,married,primary,no,331,yes,139,no,unknown,30,may,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,105,yes,119,yes,unknown,13,may,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,1160,no,62,yes,telephone,19,nov,1,-1,0,unknown,no
53,technician,married,secondary,no,4930,no,228,yes,cellular,2,feb,2,-1,0,unknown,no
39,services,divorced,primary,no,471,yes,161,no,unknown,6,may,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,35,yes,130,no,unknown,28,may,2,-1,0,unknown,no
35,management,single,tertiary,no,1750,yes,422,no,cellular,22,oct,1,175,4,success,no
52,blue-collar,married,secondary,no,5275,no,1029,yes,cellular,22,jul,3,-1,0,unknown,no
30,technician,single,secondary,no,728,yes,393,no,cellular,5,feb,1,261,1,other,no
37,self-employed,married,tertiary,no,0,no,143,no,unknown,6,jun,1,-1,0,unknown,no
33,self-employed,married,tertiary,no,263,no,79,no,cellular,16,nov,4,94,3,failure,no
52,management,married,tertiary,no,601,yes,249,no,unknown,14,may,2,-1,0,unknown,no
29,admin.,married,secondary,no,6429,yes,535,yes,cellular,14,may,1,352,2,failure,no
28,admin.,single,secondary,no,1076,yes,537,no,unknown,2,jun,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,-57,yes,55,yes,cellular,7,may,5,-1,0,unknown,no
33,admin.,single,tertiary,no,2,no,132,no,cellular,29,jan,2,-1,0,unknown,no
32,technician,married,tertiary,no,514,yes,414,no,unknown,20,may,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,-375,yes,61,no,cellular,14,jul,2,-1,0,unknown,no
37,technician,married,secondary,no,28,no,101,no,cellular,21,aug,2,-1,0,unknown,no
34,management,single,tertiary,no,404,yes,10,no,cellular,5,feb,6,-1,0,unknown,no
40,unemployed,married,secondary,no,3430,yes,1855,no,cellular,20,nov,3,-1,0,unknown,no
40,management,married,secondary,no,99,no,15,no,cellular,9,feb,5,-1,0,unknown,no
38,services,married,secondary,no,2669,yes,208,no,cellular,20,apr,2,-1,0,unknown,no
39,management,single,tertiary,no,202,yes,59,no,cellular,12,may,1,301,1,other,no
37,management,single,unknown,no,715,yes,247,no,unknown,20,may,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,674,yes,274,no,unknown,30,may,2,-1,0,unknown,no
33,management,single,tertiary,no,312,no,271,no,cellular,11,aug,1,369,3,failure,no
38,management,married,tertiary,no,1463,yes,425,no,cellular,25,aug,4,-1,0,unknown,no
37,management,married,tertiary,no,789,yes,93,yes,cellular,11,aug,1,190,2,other,no
29,unemployed,single,tertiary,no,7,no,51,no,cellular,6,may,1,179,1,failure,no
42,services,married,primary,no,473,yes,54,no,cellular,30,jan,1,-1,0,unknown,no
45,management,divorced,tertiary,no,3150,yes,101,no,cellular,17,nov,2,-1,0,unknown,no
42,services,married,tertiary,no,12223,yes,36,no,cellular,19,nov,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,1541,yes,423,no,unknown,23,may,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,142,yes,266,no,cellular,7,may,2,168,1,failure,no
30,technician,single,tertiary,no,3,yes,174,no,unknown,7,may,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,1207,yes,163,no,cellular,17,apr,2,-1,0,unknown,no
45,technician,married,secondary,no,351,yes,18,no,telephone,29,aug,2,-1,0,unknown,no
44,admin.,divorced,secondary,no,777,yes,517,no,cellular,18,may,3,350,2,failure,no
31,services,married,primary,no,997,yes,256,no,cellular,3,feb,1,190,3,failure,no
30,admin.,married,secondary,no,15,yes,257,no,unknown,9,may,1,-1,0,unknown,no
54,management,married,tertiary,no,2819,no,123,no,cellular,7,aug,3,-1,0,unknown,no
35,blue-collar,married,secondary,no,126,yes,472,no,cellular,16,apr,1,-1,0,unknown,no
36,admin.,married,secondary,no,953,yes,38,no,cellular,17,feb,1,-1,0,unknown,no
55,housemaid,married,primary,no,10,no,174,no,cellular,4,feb,3,-1,0,unknown,no
45,management,married,tertiary,yes,-577,yes,204,yes,cellular,24,jul,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,1159,no,95,no,cellular,12,aug,1,68,1,success,no
57,unemployed,married,secondary,no,1350,no,131,no,cellular,25,jun,1,388,1,failure,no
59,housemaid,married,primary,no,88,yes,63,no,cellular,28,jul,5,-1,0,unknown,no
47,blue-collar,married,primary,no,-245,yes,67,yes,unknown,12,jun,4,-1,0,unknown,no
34,technician,single,secondary,no,161,no,61,yes,cellular,8,aug,2,-1,0,unknown,no
46,unemployed,divorced,secondary,no,41,yes,249,no,unknown,12,may,4,-1,0,unknown,no
56,services,divorced,secondary,no,450,no,47,no,unknown,9,jun,1,-1,0,unknown,no
24,student,single,unknown,no,782,no,12,no,cellular,4,may,7,91,1,other,no
40,admin.,married,secondary,no,-666,yes,107,no,unknown,27,may,2,-1,0,unknown,no
50,management,married,tertiary,no,-151,yes,63,no,cellular,18,nov,2,-1,0,unknown,no
31,blue-collar,married,primary,no,55,yes,340,yes,cellular,17,apr,2,-1,0,unknown,no
37,management,married,tertiary,no,-666,yes,204,no,cellular,18,nov,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,87,yes,96,no,cellular,14,may,1,360,3,failure,no
45,management,married,primary,no,4629,no,285,no,telephone,2,apr,2,-1,0,unknown,no
36,blue-collar,single,primary,no,2176,yes,52,no,unknown,28,may,2,-1,0,unknown,no
57,management,married,tertiary,no,3431,yes,55,no,cellular,21,nov,2,189,1,failure,no
39,management,married,tertiary,no,208,no,170,no,cellular,20,aug,4,-1,0,unknown,no
47,services,married,secondary,no,0,yes,173,no,cellular,9,jul,1,-1,0,unknown,no
44,services,divorced,secondary,no,240,yes,155,no,unknown,8,may,2,-1,0,unknown,no
39,admin.,married,secondary,no,1388,yes,150,no,cellular,15,jul,5,-1,0,unknown,no
40,services,married,secondary,no,5807,yes,98,no,unknown,20,jun,1,-1,0,unknown,no
48,management,divorced,secondary,no,17,yes,195,no,cellular,17,nov,1,-1,0,unknown,no
56,services,married,secondary,no,0,no,112,no,cellular,13,aug,4,-1,0,unknown,no
50,blue-collar,single,primary,no,1743,yes,49,no,unknown,6,jun,5,-1,0,unknown,no
29,services,single,secondary,no,1008,yes,426,no,unknown,23,may,9,-1,0,unknown,no
33,technician,single,secondary,no,151,yes,104,no,cellular,20,apr,3,236,6,failure,no
57,blue-collar,married,unknown,no,3196,no,161,no,cellular,28,aug,4,-1,0,unknown,no
54,management,married,tertiary,no,1411,no,56,no,cellular,12,aug,2,-1,0,unknown,no
64,retired,divorced,secondary,no,630,no,97,no,cellular,21,aug,1,-1,0,unknown,no
61,retired,married,primary,no,0,yes,280,yes,telephone,18,aug,13,-1,0,unknown,no
36,blue-collar,married,secondary,no,561,yes,198,no,unknown,9,jun,2,-1,0,unknown,no
50,management,married,secondary,no,0,yes,94,no,unknown,14,may,4,-1,0,unknown,no
30,technician,single,secondary,no,281,no,105,no,cellular,12,aug,2,-1,0,unknown,no
40,technician,married,secondary,no,40,yes,73,no,cellular,21,nov,1,-1,0,unknown,no
40,management,married,tertiary,no,0,no,109,no,cellular,14,jul,8,-1,0,unknown,no
30,admin.,divorced,primary,no,1032,yes,52,no,unknown,29,may,5,-1,0,unknown,no
55,management,divorced,tertiary,no,-207,no,211,no,cellular,2,feb,1,-1,0,unknown,no
59,housemaid,married,primary,no,235,no,119,no,cellular,13,aug,2,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,65,no,cellular,17,nov,2,119,1,failure,no
53,services,married,secondary,no,367,yes,155,yes,cellular,29,jan,1,261,2,failure,no
56,management,married,tertiary,no,505,yes,221,yes,cellular,5,may,1,169,3,failure,no
33,services,married,secondary,no,804,yes,266,yes,unknown,8,may,1,-1,0,unknown,no
49,services,married,secondary,no,-301,yes,187,no,cellular,12,may,4,-1,0,unknown,no
47,technician,married,tertiary,yes,-813,yes,179,yes,unknown,16,jun,25,-1,0,unknown,no
34,admin.,married,secondary,no,79,yes,83,no,unknown,23,may,1,-1,0,unknown,no
33,blue-collar,married,primary,no,50,yes,246,no,cellular,7,may,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1205,yes,462,no,cellular,16,apr,1,328,2,other,no
44,technician,single,secondary,no,365,yes,169,no,unknown,8,may,2,-1,0,unknown,no
50,admin.,married,secondary,no,-1415,no,358,no,cellular,19,aug,2,-1,0,unknown,no
39,admin.,single,secondary,no,223,no,277,no,cellular,4,feb,1,-1,0,unknown,no
41,management,married,tertiary,no,1897,yes,335,no,unknown,19,may,3,-1,0,unknown,no
33,management,married,tertiary,no,22867,yes,73,no,cellular,10,aug,1,440,2,failure,no
40,housemaid,married,secondary,no,949,no,182,no,cellular,8,aug,1,-1,0,unknown,no
42,services,married,secondary,no,1165,yes,485,no,cellular,18,may,6,-1,0,unknown,no
37,management,divorced,secondary,no,1655,yes,178,no,cellular,12,may,1,175,2,failure,no
56,blue-collar,married,unknown,no,260,yes,250,no,telephone,30,jul,2,-1,0,unknown,no
49,blue-collar,divorced,primary,no,0,yes,468,no,cellular,29,jul,2,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,-880,no,77,yes,cellular,24,jul,3,-1,0,unknown,no
41,management,divorced,tertiary,no,107,yes,122,no,cellular,17,jul,17,-1,0,unknown,no
52,blue-collar,married,primary,no,1624,no,114,no,unknown,20,jun,3,-1,0,unknown,no
33,technician,single,tertiary,no,1257,yes,66,no,cellular,22,jul,1,-1,0,unknown,no
40,admin.,single,unknown,no,355,yes,345,no,cellular,7,apr,2,138,6,other,no
44,blue-collar,divorced,secondary,no,579,yes,198,no,unknown,6,may,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,1403,no,214,no,cellular,11,may,8,326,2,failure,no
39,blue-collar,married,primary,no,-176,no,176,no,cellular,9,jul,1,-1,0,unknown,no
28,management,single,secondary,no,-513,no,95,yes,cellular,29,jul,8,-1,0,unknown,no
45,technician,single,secondary,no,586,no,32,yes,cellular,28,jul,3,-1,0,unknown,no
63,retired,divorced,primary,no,1840,no,71,no,cellular,12,mar,3,-1,0,unknown,no
32,technician,single,tertiary,no,720,no,234,no,cellular,12,aug,4,-1,0,unknown,no
28,blue-collar,single,secondary,no,97,yes,67,no,unknown,7,may,1,-1,0,unknown,no
36,management,single,tertiary,no,13,no,106,yes,cellular,18,nov,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,140,yes,81,no,cellular,8,may,2,365,1,failure,no
45,blue-collar,married,secondary,no,521,yes,259,no,unknown,17,jun,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,364,yes,331,yes,cellular,4,feb,1,-1,0,unknown,no
59,blue-collar,married,primary,no,416,no,92,no,unknown,16,jun,3,-1,0,unknown,no
54,housemaid,married,primary,no,3304,no,90,yes,cellular,25,jul,7,-1,0,unknown,no
47,unknown,married,unknown,no,1880,no,64,no,unknown,18,jun,2,-1,0,unknown,no
41,admin.,single,tertiary,no,982,no,105,no,cellular,23,jul,1,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,124,no,cellular,25,aug,4,-1,0,unknown,no
38,services,married,secondary,no,173,yes,130,no,unknown,20,may,2,-1,0,unknown,no
36,technician,married,tertiary,no,911,yes,275,yes,cellular,4,may,3,-1,0,unknown,no
39,admin.,single,unknown,no,0,yes,62,no,cellular,11,may,1,-1,0,unknown,no
48,management,divorced,unknown,no,549,yes,427,no,unknown,6,may,1,-1,0,unknown,no
42,blue-collar,married,primary,no,704,yes,88,yes,telephone,31,jul,10,-1,0,unknown,no
24,blue-collar,single,secondary,no,476,yes,161,no,unknown,4,jun,1,-1,0,unknown,no
57,retired,married,secondary,no,3738,yes,220,no,cellular,19,apr,1,367,7,success,no
35,unknown,married,primary,no,634,no,185,no,cellular,7,jul,2,-1,0,unknown,no
32,management,single,tertiary,no,1134,no,85,no,cellular,28,aug,4,-1,0,unknown,no
26,blue-collar,single,secondary,no,-128,no,392,yes,cellular,8,jul,2,-1,0,unknown,no
27,technician,married,secondary,no,7102,yes,141,no,unknown,30,may,9,-1,0,unknown,no
47,entrepreneur,divorced,secondary,no,186,no,112,no,cellular,2,feb,2,-1,0,unknown,no
32,blue-collar,single,primary,no,1918,yes,318,no,cellular,8,may,1,172,1,failure,no
48,self-employed,single,unknown,no,0,no,453,no,unknown,18,jun,1,-1,0,unknown,no
43,blue-collar,married,primary,no,250,yes,144,no,cellular,12,may,5,342,16,failure,no
30,student,single,tertiary,no,31,yes,23,no,cellular,14,may,1,-1,0,unknown,no
28,technician,single,secondary,no,631,no,835,no,cellular,29,apr,7,-1,0,unknown,no
32,management,married,tertiary,no,62,yes,166,no,cellular,14,may,1,-1,0,unknown,no
26,self-employed,married,tertiary,no,479,yes,133,no,cellular,9,feb,3,-1,0,unknown,no
38,blue-collar,single,secondary,no,1121,no,203,no,unknown,18,jun,1,-1,0,unknown,no
30,services,single,unknown,no,138,yes,187,no,cellular,20,apr,1,-1,0,unknown,no
33,management,single,tertiary,no,0,yes,399,no,telephone,5,may,2,358,5,other,no
37,services,divorced,secondary,no,239,yes,140,no,unknown,23,may,2,-1,0,unknown,no
47,management,married,tertiary,no,866,no,7,no,unknown,20,jun,7,-1,0,unknown,no
36,technician,married,secondary,no,1466,yes,441,no,unknown,29,may,1,-1,0,unknown,no
48,housemaid,married,secondary,no,3570,no,58,no,cellular,5,jun,2,-1,0,unknown,no
47,technician,divorced,secondary,no,440,no,147,no,cellular,29,jan,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,714,yes,166,no,unknown,12,may,4,-1,0,unknown,no
28,blue-collar,married,primary,no,674,yes,921,no,telephone,14,may,4,-1,0,unknown,no
54,housemaid,married,primary,no,127,no,176,no,cellular,19,aug,4,-1,0,unknown,no
33,management,married,secondary,no,588,yes,11,no,cellular,18,may,5,-1,0,unknown,no
41,entrepreneur,divorced,tertiary,no,-413,yes,170,no,unknown,8,may,2,-1,0,unknown,no
41,admin.,single,secondary,no,882,yes,145,yes,unknown,28,may,2,-1,0,unknown,no
42,management,married,tertiary,no,877,yes,238,no,unknown,14,may,1,-1,0,unknown,no
32,admin.,married,secondary,no,337,no,51,no,cellular,15,may,3,368,1,failure,no
47,self-employed,married,tertiary,no,192,no,120,no,telephone,30,jul,6,-1,0,unknown,no
36,technician,married,primary,no,3350,yes,86,no,cellular,16,apr,1,269,3,other,no
34,management,married,tertiary,no,99,no,264,yes,cellular,3,feb,2,-1,0,unknown,no
36,management,married,tertiary,no,806,yes,106,no,cellular,3,feb,2,259,1,failure,no
50,management,married,tertiary,no,6739,yes,68,no,cellular,14,jul,3,-1,0,unknown,no
53,admin.,married,primary,no,228,yes,97,no,unknown,16,may,1,-1,0,unknown,no
49,blue-collar,married,primary,no,-232,no,106,yes,cellular,11,aug,2,-1,0,unknown,no
39,technician,single,secondary,no,556,yes,322,no,unknown,29,may,1,-1,0,unknown,no
47,management,married,tertiary,no,761,yes,80,no,cellular,11,jul,2,-1,0,unknown,no
57,retired,married,primary,no,207,yes,193,no,unknown,8,may,1,-1,0,unknown,no
30,unemployed,married,secondary,no,221,no,61,no,cellular,8,aug,4,-1,0,unknown,no
54,admin.,married,secondary,no,865,yes,71,no,cellular,17,nov,1,-1,0,unknown,no
35,management,single,tertiary,no,0,no,276,no,cellular,18,aug,5,-1,0,unknown,no
47,technician,divorced,secondary,no,1851,yes,140,no,unknown,19,may,2,-1,0,unknown,no
38,entrepreneur,married,secondary,no,-272,no,143,yes,unknown,17,jun,2,-1,0,unknown,no
40,admin.,married,secondary,no,367,yes,89,no,telephone,5,feb,1,274,1,failure,no
51,blue-collar,married,primary,no,0,no,85,no,cellular,20,nov,1,-1,0,unknown,no
51,blue-collar,married,primary,no,230,yes,673,no,unknown,6,may,1,-1,0,unknown,no
57,housemaid,married,primary,no,0,no,189,no,cellular,13,aug,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,1954,no,65,no,cellular,18,nov,1,110,2,success,no
31,entrepreneur,single,secondary,no,379,yes,570,no,cellular,18,jul,2,-1,0,unknown,no
59,retired,single,secondary,yes,-341,no,94,yes,cellular,14,jul,3,-1,0,unknown,no
26,services,single,primary,no,179,yes,333,yes,cellular,28,jul,4,-1,0,unknown,no
41,technician,married,tertiary,no,13,no,189,no,unknown,5,jun,2,-1,0,unknown,no
39,management,married,tertiary,no,839,no,365,yes,cellular,11,oct,2,774,11,failure,no
25,blue-collar,single,secondary,no,192,no,112,no,telephone,4,jul,2,-1,0,unknown,no
33,management,single,tertiary,no,576,no,220,no,cellular,25,may,1,111,2,other,no
35,management,single,tertiary,no,643,yes,322,no,unknown,23,may,1,-1,0,unknown,no
49,management,married,tertiary,no,342,no,433,no,cellular,30,jan,2,228,1,failure,no
31,blue-collar,married,secondary,no,1329,yes,134,yes,unknown,9,may,1,-1,0,unknown,no
40,unemployed,married,secondary,no,219,yes,357,no,unknown,5,may,1,-1,0,unknown,no
32,management,married,tertiary,no,141,yes,78,no,cellular,4,may,3,89,9,success,no
42,blue-collar,married,primary,no,402,no,31,no,cellular,13,may,7,330,17,failure,no
33,technician,married,tertiary,no,8023,no,107,no,cellular,30,nov,1,105,3,failure,no
48,admin.,married,secondary,no,1131,no,49,yes,cellular,8,may,1,-1,0,unknown,no
28,student,single,secondary,no,1925,no,139,no,cellular,26,feb,1,93,3,success,no
43,blue-collar,single,primary,no,0,no,71,no,unknown,9,may,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,103,yes,2053,no,cellular,17,apr,2,317,1,other,no
41,admin.,married,secondary,no,1395,yes,85,yes,cellular,11,may,1,308,2,failure,no
55,management,married,primary,no,621,no,114,yes,cellular,2,feb,1,208,1,failure,no
55,management,married,tertiary,no,1161,yes,8,no,cellular,20,nov,6,-1,0,unknown,no
54,management,married,unknown,no,24,no,12,no,cellular,31,jul,10,-1,0,unknown,no
55,retired,married,primary,no,2,no,392,no,unknown,27,jun,4,-1,0,unknown,no
57,technician,married,secondary,no,295,no,151,no,cellular,19,aug,11,-1,0,unknown,no
27,blue-collar,single,secondary,no,-208,yes,127,no,unknown,21,may,2,-1,0,unknown,no
28,management,married,tertiary,no,258,no,93,yes,cellular,17,apr,1,-1,0,unknown,no
51,management,divorced,tertiary,no,119,no,200,no,cellular,17,nov,1,165,2,failure,no
27,management,single,secondary,no,967,yes,162,no,unknown,21,may,1,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,-90,yes,130,no,unknown,28,may,1,-1,0,unknown,no
56,retired,married,secondary,no,0,no,413,no,cellular,26,jan,2,-1,0,unknown,no
35,services,married,secondary,no,0,yes,251,no,cellular,30,jul,3,-1,0,unknown,no
47,entrepreneur,divorced,secondary,no,392,yes,125,yes,cellular,19,nov,1,-1,0,unknown,no
49,blue-collar,married,primary,no,23,yes,247,no,unknown,23,may,1,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,265,no,cellular,25,may,1,-1,0,unknown,no
50,admin.,divorced,secondary,no,81,no,64,yes,cellular,21,nov,1,-1,0,unknown,no
55,housemaid,married,primary,no,1563,yes,128,no,cellular,17,nov,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,1602,yes,427,no,unknown,6,may,1,-1,0,unknown,no
35,technician,single,secondary,no,2144,yes,188,no,unknown,13,may,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,273,no,315,no,unknown,12,jun,1,-1,0,unknown,no
34,blue-collar,married,primary,no,455,yes,372,no,unknown,20,jun,3,-1,0,unknown,no
40,services,single,secondary,no,1038,no,741,no,unknown,5,jun,1,-1,0,unknown,no
33,services,married,secondary,no,-384,yes,125,no,cellular,9,jul,1,-1,0,unknown,no
33,management,married,tertiary,no,307,no,806,no,unknown,16,may,4,-1,0,unknown,no
59,retired,divorced,secondary,no,93,no,193,no,unknown,26,may,2,-1,0,unknown,no
51,housemaid,divorced,primary,no,127,no,69,no,unknown,13,sep,1,-1,0,unknown,no
47,services,married,secondary,no,-150,no,52,no,cellular,14,aug,4,-1,0,unknown,no
48,management,married,tertiary,no,20718,yes,125,no,unknown,14,may,1,-1,0,unknown,no
31,admin.,single,tertiary,no,-218,yes,227,no,unknown,2,jun,15,-1,0,unknown,no
39,blue-collar,married,secondary,no,5222,yes,239,no,cellular,21,nov,2,177,1,failure,no
52,admin.,married,secondary,no,484,yes,128,no,unknown,6,may,1,-1,0,unknown,no
28,technician,single,tertiary,no,75,yes,233,yes,cellular,5,may,2,-1,0,unknown,no
56,technician,divorced,secondary,no,1480,yes,576,yes,cellular,5,feb,1,-1,0,unknown,no
47,services,married,secondary,no,1111,no,415,no,unknown,20,jun,4,-1,0,unknown,no
77,retired,divorced,primary,no,639,no,127,no,telephone,16,apr,7,-1,0,unknown,no
39,blue-collar,single,secondary,no,29,yes,214,no,unknown,7,may,2,-1,0,unknown,no
31,services,single,secondary,no,6374,yes,922,no,unknown,23,may,2,-1,0,unknown,no
39,management,married,secondary,no,363,yes,184,yes,cellular,17,jul,1,-1,0,unknown,no
32,blue-collar,married,primary,no,-94,yes,308,yes,cellular,11,may,1,-1,0,unknown,no
59,admin.,married,secondary,no,92,yes,139,no,cellular,12,may,2,350,1,failure,no
42,unknown,married,unknown,no,222,no,80,no,cellular,26,aug,16,-1,0,unknown,no
50,technician,married,primary,no,249,yes,129,no,unknown,6,may,1,-1,0,unknown,no
44,services,married,secondary,no,1450,yes,356,no,cellular,14,apr,1,314,2,failure,no
47,housemaid,married,tertiary,no,2290,no,54,no,cellular,15,apr,1,-1,0,unknown,no
51,technician,married,tertiary,no,0,no,81,no,telephone,17,nov,1,-1,0,unknown,no
34,technician,married,secondary,no,1026,no,319,no,cellular,12,nov,1,100,6,failure,no
36,management,married,primary,no,3953,yes,277,no,cellular,19,nov,1,-1,0,unknown,no
32,blue-collar,single,primary,no,1426,yes,114,no,cellular,20,nov,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,53,yes,93,no,cellular,13,may,1,-1,0,unknown,no
34,management,married,tertiary,no,160,yes,130,yes,cellular,15,jul,1,-1,0,unknown,no
40,management,single,tertiary,no,171,no,1241,no,cellular,19,aug,3,-1,0,unknown,no
49,management,married,tertiary,no,3237,yes,232,no,unknown,5,may,3,-1,0,unknown,no
30,self-employed,single,secondary,no,192,no,423,no,cellular,22,jul,1,-1,0,unknown,no
56,self-employed,married,tertiary,yes,0,no,122,no,cellular,19,nov,1,-1,0,unknown,no
28,management,single,tertiary,no,385,no,79,yes,cellular,9,feb,4,193,7,failure,no
31,blue-collar,married,secondary,no,2591,yes,55,no,cellular,20,nov,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,39,no,22,no,cellular,31,jul,7,-1,0,unknown,no
53,technician,married,primary,no,44,no,256,no,unknown,6,jun,1,-1,0,unknown,no
38,management,married,tertiary,no,5432,yes,707,yes,cellular,17,apr,1,149,2,failure,no
54,retired,divorced,tertiary,no,349,yes,176,no,cellular,12,may,2,175,1,failure,no
36,management,single,tertiary,no,20,yes,766,no,cellular,20,apr,2,150,3,other,no
60,retired,divorced,tertiary,no,381,yes,208,no,cellular,17,apr,2,344,4,failure,no
40,management,married,secondary,no,4025,yes,107,no,cellular,15,jul,4,-1,0,unknown,no
50,admin.,single,secondary,no,167,no,201,yes,cellular,28,jul,3,-1,0,unknown,no
28,management,single,tertiary,no,278,no,194,yes,cellular,29,jan,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,263,yes,206,no,unknown,21,may,3,-1,0,unknown,no
53,retired,married,secondary,no,4968,no,109,no,cellular,6,may,1,87,2,failure,no
38,technician,married,secondary,no,581,yes,79,no,unknown,6,may,1,-1,0,unknown,no
34,management,single,tertiary,no,682,no,472,no,cellular,27,aug,3,-1,0,unknown,no
41,unknown,married,unknown,no,779,no,647,no,cellular,30,jul,10,-1,0,unknown,no
64,retired,married,tertiary,no,2139,no,632,no,cellular,14,oct,2,-1,0,unknown,no
45,management,married,secondary,no,5888,yes,45,no,unknown,26,may,5,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,146,yes,cellular,15,jul,4,-1,0,unknown,no
